ensembl_id	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	cancer_1	cancer_2	cancer_3	normal_1	normal_2	normal_3
ENSG00000236675	MTX1P1	7.508152069890887	0.35875375971990264	0.8972570971330602	0.3998338501486388	0.6892788969035757	0.8643032112100641	7.85282762797101	12.0925769771004	5.098539566640187	5.324290531379897	8.486424945460737	6.194252770793089
ENSG00000005436	GCFC2	645.1193518410355	-0.5681447531786824	0.16889618745686	-3.3638696156110672	7.685784392957866e-4	0.00965678387555112	494.7281405621736	556.2585409466184	506.45493028625856	638.9148637655876	877.3657789768638	796.9938565087108
ENSG00000259426	RP11-253M7.1	6.566228119403141	0.6137082795532749	0.9965101339647708	0.6158575398641868	0.5379885472419927	0.7711149632119058	11.779241441956517	8.637554983643144	3.3990263777601246	7.60612933054271	5.222415351052761	2.753001231463595
ENSG00000149925	ALDOA	3793.920051728541	0.90529558494359	0.4613554126393827	1.9622520081957116	0.04973315160907363	0.1786899184403542	7850.864421064017	3303.8647812435024	3686.244106680855	2982.363310505797	1978.642616130115	2961.5410747469623
ENSG00000068383	INPP5A	111.8459008358868	-0.04235598316824382	0.26797282268126815	-0.15806074192315694	0.8744089350833989	0.9514714798701012	133.49806967550717	96.7406158168032	101.97079133280374	103.44335889538084	125.99077034414786	109.4317989506779
ENSG00000248333	CDK11B	79.06632599048464	-0.05891190801228183	0.33110797916998064	-0.17792355279374972	0.8587830135086866	0.944234208952588	76.56506937271735	83.7842833413385	71.37955393296262	105.72519769454368	76.37782450914662	60.56602709219909
ENSG00000250860	CTD-2265D6.2	46.41487289518739	-1.0453474526574735	0.4447544412590484	-2.350392386635231	0.01875362960699681	0.0946175044258602	17.668862162934772	36.2777309313012	35.68977696648131	84.42803556902408	54.182559267172394	50.24227247421061
ENSG00000135414	GDF11	427.00684128987336	-0.5512581083371525	0.23710095360386252	-2.3249932147391084	0.02007232302244005	0.09868083538979316	465.28003695728233	265.1729379978445	312.7104267539315	577.3052161881917	404.737189706589	536.835240135401
ENSG00000163866	SMIM12	284.48246808038493	0.093463902668782	0.20131806352254153	0.4642598931929268	0.6424615549920161	0.8364355960956077	353.37724325869544	284.1755589618594	244.72989919872896	275.3418817656461	252.6343426071773	296.6358826902024
ENSG00000248935	CTD-2254N19.1	2.7907469901401214	3.399561517610911	2.2564935151483416	1.5065682638965725	0.1319213572176894	0.33818387684327295	0	0	15.29561869992056	0.760612933054271	0	0.6882503078658988
ENSG00000132326	PER2	54.37224237832025	-1.1303704067225369	0.3655860489017136	-3.0919407622866717	0.00198852527151831	0.01970915941628514	33.37451741887679	40.59650842312277	27.192211022080997	73.77945450626429	78.33623026579141	72.95453263378526
ENSG00000102174	PHEX	15.299298377536768	-0.3014917027587802	0.710444809419123	-0.4243703363886734	0.6712957506671553	0.85446361570407	25.521689790905786	9.501310482007458	6.798052755520249	15.972871594139692	20.236859485329447	13.765006157317975
ENSG00000143442	POGZ	939.3491429030242	-0.04622946464219113	0.14320428305960564	-0.32282180151657286	0.7468302010500614	0.892914794443004	893.2591426817024	1027.869043053534	848.0570812511511	986.5149741713894	872.7961655446926	1007.5984507156758
ENSG00000025293	PHF20	586.2594421096356	0.1525977630563132	0.1511583997483842	1.0095222184828956	0.31272425144688043	0.5805289499555295	643.9318654936228	644.3616017797784	562.5388655193007	556.0080540626722	509.1854967276442	601.5307690747956
ENSG00000237280	RP11-96C23.9	6.998941050867151	0.8303537551533317	0.9466554217389008	0.8771446675159416	0.38040806580445774	0.6476517604511856	9.816034534963762	8.637554983643144	8.49756594440031	3.803064665271355	8.486424945460737	2.753001231463595
ENSG00000067365	METTL22	78.18921717006323	0.2707244015175651	0.32415214623874394	0.8351769521160957	0.403618084548504	0.6684392520212322	86.38110390768111	89.83057182988868	79.87711987736293	83.66742263596981	50.91854967276442	78.46053509671246
ENSG00000214391	TUBAP2	11.538829653061036	0.5453748681114711	0.711506729504276	0.7665069710464256	0.4433747055933746	0.7020197213757585	15.70565525594202	10.365065980371773	15.29561869992056	9.127355196651251	9.792028783223929	8.947254002256685
ENSG00000082153	BZW1	2375.643893189366	-0.3104800428146254	0.1625256261339079	-1.910345157254248	0.05608878713031673	0.19243417308099411	2035.8455625514844	2091.152061540005	2236.559356566162	2049.091241648206	3079.266651364484	2761.9484854658517
ENSG00000163635	ATXN7	353.1910854888366	0.4383127372111817	0.16082296103355875	2.7254363083124646	0.00642165648350654	0.04530867232846963	378.8989330496012	418.0576612083281	421.47927084225546	297.39965682421996	309.42810954987607	293.8828814587388
ENSG00000233270	SNRPEP4	6.934496751984677	-0.8135657333648425	1.0456401226127268	-0.7780551986968488	0.4365364727450814	0.6960080082395421	0	7.773799485278829	6.798052755520249	8.366742263596981	11.097632620987117	7.570753386524887
ENSG00000126858	RHOT1	377.2802980843953	-0.2607239724047928	0.1998695782976277	-1.304470518352454	0.19207320512916548	0.43154180582377033	320.00272583981865	298.85940243405275	412.98170489785514	344.55765867358474	441.2940971639582	445.9861994971024
ENSG00000280135	RP1-47M23.3	32.29433851354024	-0.5519309399065732	0.47538542811012313	-1.1610177916070206	0.2456346641973421	0.5024932590804839	21.595275976920277	29.367686944386687	27.192211022080997	28.9032914560623	50.91854967276442	35.78901600902674
ENSG00000179979	CRIPAK	25.257927876814687	1.3782049984828753	0.6150861644076615	2.240669808936623	0.02504747112815826	0.11515721661091638	23.55848288391303	59.59912938713769	25.492697833200936	22.05777505857386	9.139226864342332	11.70025523372028
ENSG00000207181	SNORA14B	8.536106768434028	0.05160183155711709	0.8847246147454164	0.05832530337359921	0.953489512641761	0.9829196037524937	11.779241441956517	6.0462884885502	8.49756594440031	12.930419861922609	7.833623026579141	4.129501847195392
ENSG00000170959	DCDC1	2.1055646107646218	4.016209733182219	2.2403167201255245	1.7926972990484986	0.07302133864594787	0.23037499313802037	0	5.182532990185886	6.798052755520249	0	0.6528019188815951	0
ENSG00000234160	RP11-613M10.6	14.984662012042651	-0.3000363262604568	0.6924535305330483	-0.4332945288465637	0.6648008123425749	0.8506008991784643	17.668862162934772	17.275109967286287	5.098539566640187	14.45164572803115	19.584057566447857	15.829757080915671
